"seats","passengers","distance","unique_carrier","year","month","class"
179,46,642,"UA",2019,9,"F"
0,0,678,"5X",2018,4,"G"
1248,1092,1009,"G4",2019,4,"F"
4150,3080,116,"MQ",2018,8,"F"
12896,10956,1448,"AS",2019,4,"F"
300,281,1064,"AA",2018,2,"F"
11392,10034,594,"DL",2018,11,"F"
29744,25420,236,"AA",2019,11,"F"
560,461,771,"YX",2019,10,"F"
0,0,1836,"FX",2019,12,"G"
0,0,60,"FX",2018,10,"G"
0,0,641,"FX",2019,3,"G"
16,0,1366,"LF",2018,2,"L"
4862,4397,1313,"WN",2018,3,"F"
149,0,859,"DL",2018,3,"L"
261,86,79,"H6",2019,8,"F"
0,0,1506,"M3",2018,2,"G"
2340,1607,457,"G4",2019,3,"F"
69,66,610,"OO",2019,1,"F"
250,211,282,"OH",2019,6,"F"
199,0,2130,"DL",2019,6,"L"
4712,3860,446,"KV",2019,5,"F"
180,180,145,"DL",2019,4,"F"
0,0,1139,"FX",2018,8,"G"
632,430,1050,"DL",2019,1,"F"
5046,3593,461,"OO",2019,7,"F"
1650,1302,731,"AA",2018,2,"F"
285,274,1379,"AA",2018,12,"F"
3300,1903,210,"PT",2018,12,"F"
0,0,1965,"9S",2019,5,"P"
0,0,3433,"KAQ",2019,6,"P"
54,16,57,"H6",2019,11,"F"
130,99,994,"EV",2018,2,"F"
175,173,259,"WN",2018,3,"F"
1656,977,1012,"YX",2019,3,"F"
149,117,601,"DL",2018,6,"F"
1350,1146,331,"C5",2019,11,"F"
350,322,1072,"WN",2018,11,"F"
2900,2692,929,"NK",2018,10,"F"
4452,2892,288,"AS",2018,7,"F"
76,75,986,"9E",2019,6,"F"
0,0,189,"5X",2019,11,"G"
27,10,80,"H6",2018,1,"L"
23520,17868,678,"AA",2018,4,"F"
199,193,874,"N8",2019,1,"L"
160,118,1366,"AA",2019,7,"F"
5425,4474,2130,"WN",2018,1,"F"
2,0,183,"8E",2019,6,"L"
50,46,100,"AX",2018,8,"F"
4650,3661,925,"B6",2018,5,"F"
6726,5533,550,"G4",2019,6,"F"
1116,783,649,"F9",2019,8,"F"
4862,4348,2282,"AA",2019,4,"F"
6,0,33,"3F",2018,2,"F"
126,95,1126,"SY",2018,1,"L"
9,2,1795,"13Q",2019,4,"L"
6,1,81,"H6",2019,3,"L"
2000,1846,771,"OO",2018,6,"F"
17201,12932,1121,"AA",2019,9,"F"
76,22,1034,"OO",2019,9,"F"
0,0,4452,"3S",2018,6,"G"
7199,6501,669,"DL",2018,4,"F"
0,0,642,"5X",2018,12,"G"
70,0,616,"OO",2019,3,"F"
5278,4320,1874,"NK",2019,7,"F"
18,7,421,"8E",2018,11,"L"
158,81,311,"DL",2019,5,"F"
9,7,407,"13Q",2019,11,"L"
0,0,373,"PO",2019,10,"P"
4326,3943,236,"OO",2019,5,"F"
30,10,27,"H6",2018,10,"L"
1400,914,296,"ZW",2019,1,"F"
640,581,1962,"DL",2018,6,"F"
830,784,1807,"UA",2019,5,"F"
180,158,880,"G4",2018,8,"F"
9,0,51,"8E",2019,4,"F"
4560,4000,607,"OO",2018,6,"F"
400,307,139,"AX",2018,2,"F"
20792,17874,733,"OO",2018,10,"F"
4553,4062,1134,"DL",2019,1,"F"
2001,1505,296,"OO",2018,4,"F"
1932,396,187,"AA",2018,10,"F"
1540,1060,833,"OO",2019,11,"F"
280,258,627,"G7",2019,7,"F"
152,89,191,"04Q",2019,8,"L"
390,262,185,"OH",2019,4,"F"
4200,3293,343,"ZW",2019,11,"F"
50,0,1437,"OO",2019,2,"F"
34396,20898,678,"AA",2019,1,"F"
4400,3929,100,"ZW",2019,5,"F"
600,575,602,"UA",2019,5,"F"
12,3,6,"K2",2018,6,"F"
664,562,2446,"UA",2018,5,"F"
0,0,787,"FX",2018,10,"G"
0,0,1019,"FX",2018,12,"G"
175,159,1460,"WN",2019,3,"L"
14,7,466,"27Q",2019,11,"L"
2816,2546,964,"UA",2018,11,"F"
2850,1891,545,"OO",2019,1,"F"
2883,2264,411,"4O",2019,8,"F"
179,0,549,"09Q",2018,11,"L"
149,133,308,"DL",2019,5,"F"
3068,2105,760,"UA",2019,9,"F"
582,569,1523,"AA",2019,5,"F"
760,566,408,"9E",2019,1,"F"
16,3,24,"LF",2019,8,"L"
66,23,22,"H6",2019,1,"F"
716,496,2402,"UA",2019,4,"F"
0,0,468,"U7",2019,7,"P"
9,2,320,"3EQ",2019,5,"L"
0,0,1663,"FX",2018,4,"G"
5580,5065,5557,"JL",2019,4,"F"
2300,2149,472,"AX",2019,10,"F"
1449,1026,615,"OO",2018,2,"F"
58,50,331,"AC",2019,12,"L"
76,68,240,"OH",2019,3,"F"
63,32,42,"H6",2018,2,"F"
1494,680,692,"UA",2018,8,"F"
3545,2814,642,"MQ",2018,1,"F"
27,5,15,"2O",2018,1,"F"
12,11,57,"K2",2018,4,"L"
157,116,936,"DL",2019,2,"F"
72,48,1008,"DL",2019,1,"L"
5200,4139,74,"OO",2019,3,"F"
140,79,589,"G7",2018,3,"F"
4224,3502,83,"MQ",2019,7,"F"
0,0,588,"FX",2019,5,"G"
0,0,31,"9K",2018,5,"G"
2717,2125,1838,"WN",2018,1,"F"
12,1,2176,"27Q",2019,10,"L"
0,0,1519,"5X",2018,2,"G"
23738,19421,328,"WN",2018,10,"F"
4350,3704,2136,"NK",2018,7,"F"
15334,13663,920,"AA",2019,7,"F"
5071,1971,94,"DL",2018,4,"F"
1748,1526,403,"OO",2019,8,"F"
6688,5870,2608,"AA",2019,3,"F"
18,0,34,"V8",2019,2,"F"
255,240,500,"SY",2019,5,"L"
180,171,524,"DL",2019,10,"F"
18,9,43,"8E",2019,10,"L"
3675,2678,491,"WN",2018,8,"F"
1800,711,488,"NK",2018,4,"F"
372,282,532,"F9",2019,11,"F"
4500,4248,2521,"B6",2018,4,"F"
0,0,1117,"L7",2018,1,"G"
0,0,1218,"FX",2018,3,"G"
2400,2074,602,"UA",2019,4,"F"
120,90,446,"AC",2019,12,"F"
450,319,985,"UA",2019,3,"F"
1350,790,1093,"AV",2019,10,"F"
4636,3677,356,"OH",2019,7,"F"
338,281,862,"UA",2018,12,"F"
50,49,288,"OH",2018,11,"F"
7258,5931,3273,"AA",2018,10,"F"
2376,1536,1050,"DL",2018,8,"F"
44,39,347,"MQ",2019,7,"F"
5700,5269,971,"AA",2019,1,"F"
353,269,1730,"Y4",2019,7,"F"
0,0,3449,"LA",2019,2,"G"
9,1,1083,"14Q",2018,3,"L"
0,0,15,"7S",2019,9,"G"
15975,12016,356,"DL",2018,9,"F"
3677,3369,2153,"DL",2018,3,"F"
5075,3834,533,"WN",2018,10,"F"
11926,9001,224,"AS",2018,3,"F"
70,67,611,"YX",2019,3,"F"
716,658,1554,"UA",2018,6,"F"
19305,13697,177,"WN",2018,8,"F"
228,228,1009,"YV",2019,12,"F"
7076,5689,6744,"JL",2019,10,"F"
1958,1476,679,"AS",2019,2,"F"
6556,5996,4167,"LP",2018,6,"F"
4074,3077,465,"G4",2019,8,"F"
600,498,1123,"UA",2019,10,"F"
1824,1293,507,"YX",2019,11,"F"
72,0,30,"DL",2019,1,"L"
4140,3529,874,"DL",2018,1,"F"
6996,6163,2688,"AS",2018,11,"F"
76,58,164,"YX",2018,10,"F"
210,161,196,"G7",2019,12,"F"
226,113,534,"DL",2018,6,"F"
9944,8750,1276,"AA",2019,8,"F"
456,325,1208,"YX",2019,5,"F"
150,135,413,"UA",2018,3,"F"
288,241,4424,"IB",2018,6,"F"
0,0,2846,"KE",2018,9,"P"
9,0,291,"8V",2018,12,"L"
18,0,67,"GV",2018,5,"L"
4368,4111,2402,"NK",2019,6,"F"
0,0,1288,"FX",2019,8,"G"
219,96,231,"DL",2018,5,"F"
4960,4099,1552,"AA",2018,1,"F"
0,0,96,"7S",2018,8,"G"
50,43,594,"AX",2019,1,"F"
3456,2937,650,"AA",2018,9,"F"
7579,4843,1407,"WN",2018,1,"F"
3300,2772,1613,"B6",2019,6,"F"
8,1,414,"27Q",2018,6,"L"
380,210,542,"OO",2018,2,"F"
350,270,441,"WN",2018,12,"F"
4350,3362,88,"PT",2019,11,"F"
6254,5749,4347,"DL",2018,9,"F"
4582,3513,1282,"DL",2018,4,"F"
168,166,1317,"SY",2018,9,"L"
14276,12389,337,"UA",2018,12,"F"
0,0,154,"7S",2019,1,"G"
18,4,426,"8E",2019,8,"L"
160,158,1469,"DL",2019,7,"F"
50,46,406,"AX",2018,6,"F"
179,125,837,"UA",2019,4,"F"
4640,3828,621,"AA",2018,6,"F"
0,0,1965,"KAQ",2018,11,"P"
2148,1828,862,"UA",2019,2,"F"
189,166,1537,"SY",2018,3,"L"
156,65,560,"G4",2019,10,"F"
0,0,672,"FX",2018,7,"G"
935,851,1979,"DL",2019,11,"F"
13260,10791,1660,"AA",2019,2,"F"
14256,12279,1035,"DL",2019,6,"F"
380,215,109,"MQ",2019,6,"F"
9944,8809,1400,"UA",2018,3,"F"
8575,6494,1164,"WN",2018,5,"F"
2625,2360,1865,"WN",2019,8,"F"
6039,4888,735,"YV",2018,8,"F"
735,507,143,"8V",2019,4,"F"
714,485,194,"SEB",2018,6,"F"
0,0,393,"FX",2019,9,"G"
2850,2299,210,"PT",2019,4,"F"
166,165,141,"UA",2019,5,"F"
4800,4460,773,"DL",2019,3,"F"
128,18,1197,"AA",2019,7,"F"
36,15,47,"2O",2019,3,"L"
0,0,95,"7S",2019,3,"G"
1,0,92,"7S",2018,7,"G"
6930,6358,867,"DL",2019,3,"F"
4833,4278,2161,"UA",2018,6,"F"
3900,2725,284,"C5",2019,2,"F"
5075,4143,907,"WN",2018,10,"F"
6,0,115,"H6",2018,7,"F"
930,890,1083,"F9",2018,7,"F"
0,0,77,"FX",2019,11,"G"
2865,2174,746,"5D",2019,12,"F"
1920,1284,4052,"UA",2019,3,"F"
5992,5531,3133,"UA",2018,2,"F"
4332,3879,2329,"AS",2019,12,"F"
10710,7688,6831,"CI",2018,6,"F"
4290,2660,456,"WN",2019,9,"F"
228,165,627,"OO",2019,6,"F"
2796,2689,6274,"AA",2019,8,"F"
100,92,420,"AX",2018,11,"F"
11200,9271,668,"WN",2019,6,"F"
3222,2788,224,"UA",2019,6,"F"
1376,1265,4420,"DI",2018,11,"F"
7462,6618,842,"NK",2019,7,"F"
0,0,4183,"5Y",2019,8,"P"
2006,1945,1095,"WS",2018,3,"F"
14,8,204,"VJT",2019,2,"L"
1908,1686,867,"AS",2019,4,"F"
3750,3145,113,"OO",2019,11,"F"
8,2,730,"04Q",2018,11,"L"
1900,1424,616,"OO",2019,4,"F"
1422,1143,1685,"Y4",2018,6,"F"
149,0,378,"09Q",2019,11,"L"
318,215,1635,"UA",2019,3,"F"
0,0,1506,"WI",2018,12,"G"
4012,2960,1081,"WS",2018,10,"F"
14,2,3433,"VJT",2019,6,"L"
2652,2458,1047,"G4",2018,3,"F"
3984,3477,2585,"UA",2019,3,"F"
9784,8766,1431,"AA",2018,10,"F"
830,709,895,"UA",2018,4,"F"
9,0,80,"HBQ",2018,10,"L"
0,0,69,"FX",2019,6,"G"
19897,18861,1947,"DL",2019,6,"F"
972,609,177,"AA",2019,1,"F"
2888,2443,837,"MQ",2018,1,"F"
0,0,372,"5X",2019,8,"G"
640,592,680,"DL",2019,9,"F"
304,239,925,"YX",2019,3,"F"
9,4,134,"H6",2018,11,"F"
70,58,153,"YX",2018,7,"F"
0,0,2066,"8C",2019,11,"P"
286,273,1416,"WN",2018,4,"F"
5076,3447,370,"AA",2018,10,"F"
1140,829,139,"OO",2018,12,"F"
836,763,589,"OO",2019,6,"F"
0,0,747,"FX",2018,7,"G"
10868,6886,402,"WN",2019,2,"F"
141,93,203,"8V",2018,9,"F"
0,0,36,"7S",2018,6,"G"
199,0,545,"DL",2018,3,"L"
5934,4760,935,"5D",2019,6,"F"
76,50,226,"MQ",2018,6,"F"
182,104,663,"NK",2019,2,"F"
0,0,0,"5Y",2019,7,"P"
150,145,678,"AA",2018,6,"F"
0,0,153,"7S",2019,6,"G"
5168,4193,187,"9E",2019,9,"F"
4500,3367,1552,"AV",2018,10,"F"
276,85,200,"3M",2019,12,"F"
4850,4028,318,"OH",2019,1,"F"
0,0,329,"5X",2019,3,"G"
5340,4474,1694,"AS",2018,8,"F"
10500,8262,5124,"UA",2019,9,"F"
210,189,836,"OO",2019,10,"F"
648,337,210,"9X",2019,3,"F"
0,0,5995,"KAQ",2018,12,"P"
560,462,587,"G7",2018,6,"F"
1248,1093,1262,"G4",2019,7,"F"
7560,6085,5026,"AF",2019,4,"F"
70,70,872,"YX",2019,9,"F"
358,179,1315,"Y4",2018,3,"F"
252,44,184,"9X",2018,2,"F"
360,262,305,"NK",2018,10,"F"
2583,1664,648,"9E",2018,9,"F"
1260,1135,695,"G7",2018,11,"F"
0,0,2075,"5X",2019,11,"G"
1260,988,516,"F9",2019,10,"F"
525,510,1065,"WN",2018,7,"F"
10920,9331,4243,"UA",2019,10,"F"
150,146,1172,"AA",2018,6,"F"
17439,13844,626,"DL",2018,12,"F"
1748,960,391,"YX",2018,2,"F"
728,728,679,"NK",2019,9,"F"
189,163,1588,"SY",2019,10,"L"
99,98,690,"AA",2019,6,"F"
6634,5820,3133,"UA",2018,10,"F"
4150,3129,145,"OO",2019,1,"F"
12,7,59,"J5",2018,2,"F"
23309,19905,255,"WN",2018,6,"F"
0,0,3605,"5Y",2019,11,"P"
129,113,1017,"SY",2019,1,"L"
10260,6682,323,"YX",2019,11,"F"
810,369,23,"VI",2019,8,"F"
21113,16268,370,"AA",2018,10,"F"
2000,1417,563,"AX",2018,4,"F"
4896,4509,5578,"KL",2019,3,"F"
0,0,826,"GFQ",2018,10,"P"
110,104,458,"DL",2019,7,"F"
4960,4232,1272,"AA",2018,1,"F"
2822,2485,1297,"UA",2018,10,"F"
228,172,678,"OO",2018,5,"F"
2800,2337,224,"G7",2018,8,"F"
150,143,1485,"F9",2018,7,"F"
4860,3186,311,"DL",2018,1,"F"
1408,1169,261,"AA",2019,12,"F"
0,0,1787,"5Y",2019,8,"P"
2586,2310,1206,"G4",2019,12,"F"
5549,4878,1562,"UA",2019,12,"F"
166,157,1609,"UA",2018,12,"F"
2988,2786,991,"UA",2019,6,"F"
1470,1300,489,"OO",2018,7,"F"
128,128,160,"UA",2019,4,"F"
0,0,4118,"LA",2019,2,"G"
0,0,1787,"5Y",2018,9,"P"
190,187,707,"AA",2019,5,"L"
2950,2269,303,"AX",2018,1,"F"
73815,63982,581,"DL",2019,4,"F"
0,0,4362,"5X",2019,12,"G"
1400,1165,240,"AX",2019,9,"F"
297,226,431,"AA",2018,5,"F"
3500,2928,1626,"WN",2018,9,"F"
50,32,54,"OO",2019,5,"F"
4712,4249,1437,"OO",2018,12,"F"
4800,4287,2422,"DL",2018,4,"F"
5075,3561,402,"WN",2019,6,"F"
9540,8435,2584,"B6",2018,9,"F"
10877,9282,550,"AS",2018,11,"F"
2280,1904,1519,"QX",2018,10,"F"
0,0,960,"5X",2018,12,"G"
350,269,1426,"WN",2019,4,"F"
156,143,1546,"G4",2018,7,"F"
1500,1057,976,"OO",2019,11,"F"
18,9,222,"V8",2019,2,"L"
408,291,4990,"KL",2019,8,"F"
21816,19672,1337,"CM",2018,12,"F"
640,625,1104,"AA",2019,8,"F"
1092,840,643,"G4",2018,11,"F"
14,0,652,"27Q",2018,1,"L"
10770,8845,6838,"CA",2018,11,"F"
10980,9133,6927,"UA",2018,4,"F"
4374,3882,3629,"LA",2018,3,"F"
8,4,497,"04Q",2018,1,"L"
6,0,231,"3AQ",2019,6,"L"
8850,7023,198,"PT",2018,10,"F"
150,132,541,"AA",2019,3,"F"
179,159,677,"UA",2019,9,"F"
2100,1787,533,"UA",2019,4,"F"
7936,6270,606,"AA",2019,9,"F"
9295,7696,667,"WN",2019,5,"F"
152,122,135,"YV",2018,5,"F"
4480,3259,1522,"AA",2018,1,"F"
4618,3409,4335,"DL",2018,1,"F"
372,262,1927,"AS",2019,1,"F"
5252,4705,868,"AA",2019,3,"F"
179,100,1724,"Y4",2018,10,"F"
714,353,45,"3M",2018,11,"L"
2550,1747,1218,"F9",2018,1,"F"
179,123,1900,"DL",2018,1,"F"
9250,7145,4915,"BA",2019,9,"F"
6400,5170,936,"DL",2019,5,"F"
8,7,313,"04Q",2019,2,"L"
140,135,140,"AA",2019,5,"F"
2001,1649,231,"OO",2018,6,"F"
70,55,657,"OO",2019,10,"F"
72,0,118,"DL",2018,2,"L"
156,94,1044,"G4",2019,9,"F"
10050,7949,67,"ZW",2019,6,"F"
14116,12048,646,"AA",2019,9,"F"
6,2,47,"H6",2019,5,"F"
0,0,3153,"WI",2018,12,"P"
3050,2462,250,"C5",2019,4,"F"
11726,9835,1390,"WN",2018,9,"F"
1488,1240,1101,"G4",2019,11,"F"
9,5,225,"H6",2018,2,"F"
192,191,1069,"DL",2018,3,"F"
0,0,829,"5X",2018,4,"G"
400,362,1105,"B6",2018,7,"F"
0,0,818,"FX",2018,1,"G"
80,19,62,"H6",2019,6,"F"
27,15,15,"H6",2018,7,"F"
304,225,952,"YV",2018,5,"F"
4980,3926,2562,"UA",2018,12,"F"
1272,927,1489,"AS",2018,10,"F"
9,3,130,"8E",2018,5,"F"
16,2,861,"27Q",2019,7,"L"
180,43,456,"DL",2019,4,"F"
183,149,1406,"SY",2019,9,"L"
1400,1112,425,"OO",2019,4,"F"
5200,4303,241,"OO",2019,9,"F"
1550,1190,368,"ZW",2019,8,"F"
5265,3620,221,"OH",2019,11,"F"
450,437,1911,"UA",2019,3,"F"
0,0,14,"7S",2018,10,"G"
3700,3242,90,"PT",2019,4,"F"
150,134,1175,"B6",2019,3,"F"
154,49,6,"GV",2018,6,"F"
7000,5815,84,"PT",2019,3,"F"
12,0,9,"KAH",2019,6,"L"
11620,10407,236,"UA",2018,8,"F"
36,1,101,"GV",2019,6,"F"
2535,2327,2584,"AS",2019,4,"F"
4296,3434,954,"UA",2019,7,"F"
0,0,655,"KLQ",2019,9,"P"
1674,1585,449,"F9",2018,8,"F"
63,32,21,"GV",2018,12,"F"
2650,2364,483,"OO",2019,1,"F"
15568,12694,977,"AA",2018,11,"F"
350,220,94,"YV",2018,4,"F"
1750,1570,849,"WN",2019,1,"F"
10950,9850,997,"UA",2019,6,"F"
3822,3236,554,"NK",2018,11,"F"
1600,1197,760,"ZW",2019,1,"F"
0,0,3680,"5X",2019,3,"G"
350,311,1180,"WN",2018,6,"F"
76,34,735,"9E",2019,4,"F"
16,7,785,"LF",2018,5,"L"
10800,8297,1028,"B6",2019,12,"F"
2900,1494,315,"OO",2019,11,"F"
5376,4658,237,"AA",2019,9,"F"
3342,2788,564,"OH",2018,6,"F"
1440,929,582,"G4",2018,8,"F"
8046,6993,782,"DL",2019,12,"F"
558,536,1049,"G4",2019,8,"F"
6324,5670,4462,"AA",2018,5,"F"
200,195,636,"B6",2018,5,"F"
2204,1800,118,"OH",2019,1,"F"
16559,14668,594,"DL",2018,7,"F"
1900,988,386,"YX",2018,9,"F"
0,0,38,"EM",2019,8,"G"
450,276,451,"UA",2018,3,"F"
155,0,341,"WL",2018,7,"L"
8,0,268,"8V",2018,7,"L"
0,0,1061,"5Y",2018,1,"P"
225,86,64,"8E",2019,8,"F"
3968,3246,1150,"AA",2018,7,"F"
13756,12304,1372,"AA",2019,1,"F"
9,2,74,"H6",2019,2,"L"
81,29,61,"H6",2018,8,"F"
1408,969,773,"UA",2019,2,"F"
214,136,4158,"UA",2019,2,"F"
11360,9176,224,"AA",2018,2,"F"
0,0,342,"FX",2018,12,"G"
70,23,667,"OO",2018,11,"F"
0,0,837,"FX",2018,5,"G"
4500,3947,1826,"B6",2018,7,"F"
158,115,306,"DL",2018,6,"F"
624,500,749,"G4",2018,9,"F"
1350,1180,406,"UA",2019,5,"F"
6422,5769,2521,"AA",2019,11,"F"
1824,1559,1092,"YX",2019,9,"F"
1780,1318,909,"AS",2018,5,"F"
70,18,117,"GV",2019,12,"F"
4500,4027,1182,"B6",2018,6,"F"
1596,1372,1091,"YX",2019,11,"F"
1806,1426,585,"MQ",2018,4,"F"
2802,2181,875,"YV",2018,3,"F"
693,282,47,"9K",2019,9,"F"
9,4,370,"AN",2018,8,"L"
0,0,43,"7S",2018,10,"G"
160,0,413,"DL",2019,12,"L"
498,472,758,"UA",2018,11,"F"
1173,1091,347,"OO",2019,9,"F"
16159,13363,387,"WN",2019,8,"F"
3680,3187,1250,"AA",2018,12,"F"
858,815,1189,"WN",2019,8,"F"
6300,5976,1276,"WN",2019,3,"F"
0,0,806,"FX",2018,1,"G"
6,3,12,"GV",2018,12,"F"
5368,4494,1494,"AM",2019,8,"F"
179,151,474,"UA",2019,11,"L"
9,0,74,"8E",2019,10,"F"
1140,692,1223,"NK",2019,9,"F"
0,0,812,"FX",2019,9,"G"
14720,12313,328,"AA",2018,4,"F"
9,0,166,"8E",2018,7,"L"
180,164,120,"DL",2018,8,"F"
2,0,22,"8E",2018,3,"F"
600,532,581,"B6",2019,6,"F"
3344,3055,474,"OO",2018,1,"F"
770,549,383,"OO",2019,3,"F"
18952,16493,944,"DL",2019,2,"F"
3068,2794,1874,"UA",2019,9,"F"
181,172,402,"AA",2019,11,"L"
179,131,438,"09Q",2018,6,"L"
7525,6243,829,"WN",2019,2,"F"
0,0,222,"FX",2019,2,"G"
18,0,112,"7S",2018,3,"G"
2800,2236,513,"EV",2018,11,"F"
150,115,787,"B6",2019,6,"F"
90,34,15,"8E",2019,6,"F"
16016,12387,228,"WN",2018,5,"F"
2650,1943,452,"QK",2018,6,"F"
18,10,254,"5V",2019,12,"F"
5005,4658,992,"WN",2018,11,"F"
0,0,1276,"M6",2019,12,"G"
36,3,57,"8E",2019,10,"F"
2688,2392,1186,"UA",2019,6,"F"
384,289,868,"AA",2019,11,"F"
4650,4241,155,"B6",2018,7,"F"
4350,3677,1041,"B6",2018,8,"F"
11407,10303,644,"AA",2018,7,"F"
50,35,106,"OO",2019,7,"F"
429,360,1004,"WN",2019,2,"F"
2232,1328,12,"VI",2019,8,"F"
179,15,325,"09Q",2018,11,"L"
63,18,39,"H6",2018,4,"F"
1,0,26,"7S",2018,1,"G"
66,25,112,"GV",2018,10,"F"
6188,5612,895,"NK",2019,5,"F"
1064,564,716,"OH",2018,2,"F"
2364,2199,861,"F9",2019,4,"F"
50,18,406,"OH",2019,5,"F"
4272,3632,1538,"AS",2018,12,"F"
150,135,94,"B6",2019,7,"F"
72,3,37,"V8",2018,1,"F"
36,3,75,"K3",2018,12,"F"
15385,13578,631,"AA",2019,5,"F"
0,0,1975,"8C",2019,7,"P"
512,483,1706,"AA",2019,4,"F"
0,0,2511,"5X",2018,9,"G"
2400,1839,416,"ZW",2018,11,"F"
168,157,1660,"DL",2019,7,"F"
1320,453,201,"KS",2018,2,"F"
3,0,16,"K2",2019,10,"L"
4300,3198,145,"OO",2018,10,"F"
3348,3030,1436,"F9",2019,5,"F"
5400,4066,1111,"NK",2018,12,"F"
726,618,1053,"F9",2019,4,"F"
0,0,84,"U7",2019,10,"P"
0,0,3856,"LH",2019,10,"G"
0,0,208,"5X",2019,10,"G"
1100,972,491,"ZW",2019,7,"F"
8,2,19,"2LQ",2019,4,"L"
5100,4539,1028,"B6",2018,6,"F"
7979,6831,1107,"CP",2018,2,"F"
50,42,306,"9E",2019,3,"F"
143,121,1236,"WN",2018,10,"F"
4650,3088,1574,"BW",2019,5,"F"
700,446,283,"WN",2019,12,"F"
1824,1308,4406,"AA",2019,6,"F"
166,162,590,"UA",2019,7,"F"
3500,3136,948,"G7",2019,7,"F"
0,0,2846,"N8",2019,4,"P"
6,0,67,"Z3",2018,7,"L"
456,364,308,"YX",2019,4,"F"
100,0,672,"OO",2019,12,"F"
8208,5951,1381,"OO",2018,1,"F"
135,15,95,"H6",2019,4,"F"
7938,6755,5012,"KL",2018,11,"F"
5899,5120,590,"DL",2019,11,"F"
4648,2944,763,"UA",2019,9,"F"
5610,4040,1315,"AC",2018,4,"F"
0,0,342,"FX",2019,3,"G"
4957,4259,5080,"DL",2019,1,"F"
2874,2355,1278,"Y4",2018,7,"F"
0,0,3433,"KZ",2018,1,"G"
220,181,783,"DL",2018,11,"F"
120,30,4,"H6",2018,6,"F"
1400,1336,996,"OO",2018,4,"F"
0,0,211,"FX",2019,9,"G"
1750,1519,601,"WN",2018,4,"F"
7808,6377,604,"AA",2019,10,"F"
9,1,95,"J5",2019,8,"L"
5400,5072,2569,"DL",2019,7,"F"
27,9,100,"H6",2018,2,"L"
12,3,4644,"15Q",2019,10,"L"
2902,2581,1045,"AA",2019,11,"F"
0,0,133,"FX",2019,3,"G"
1300,1125,377,"9E",2018,4,"F"
24,1,31,"3F",2018,12,"F"
0,0,927,"GFQ",2019,3,"P"
175,100,631,"WN",2019,9,"F"
1444,1374,896,"YX",2018,6,"F"
5478,4730,1208,"UA",2019,8,"F"
4452,4110,2434,"AS",2018,5,"F"
1062,732,482,"G4",2019,2,"F"
9364,8402,853,"AA",2019,7,"F"
23691,20309,337,"AS",2018,6,"F"
2511,1972,411,"4O",2019,3,"F"
0,0,1141,"U7",2019,12,"P"
5750,4978,300,"OO",2019,9,"F"
1615,1541,1693,"Y4",2018,1,"F"
1625,948,396,"OH",2018,12,"F"
70,70,1449,"YX",2019,12,"F"
20699,18837,1747,"DL",2018,4,"F"
3050,1890,190,"OO",2019,1,"F"
429,201,918,"WN",2019,5,"F"
700,496,347,"WN",2019,7,"F"
0,0,4024,"O6",2018,4,"G"
1483,1148,155,"OH",2018,3,"F"
1983,1571,892,"OH",2018,1,"F"
1440,1347,1018,"G4",2018,9,"F"
180,65,842,"G4",2018,1,"L"
50,46,106,"MQ",2018,12,"F"
7300,5861,284,"OO",2019,12,"F"
1328,1290,2521,"UA",2018,12,"F"
149,108,352,"DL",2019,10,"F"
1890,1802,1528,"WG",2019,3,"F"
2104,1934,920,"AA",2019,2,"F"
8,1,69,"H6",2019,12,"F"
5220,4452,667,"NK",2018,12,"F"
6336,4903,502,"DL",2019,2,"F"
143,143,771,"WN",2018,1,"F"
7597,6450,1211,"CP",2019,12,"F"
179,90,606,"UA",2018,10,"F"
5472,3931,350,"OH",2018,8,"F"
0,0,1433,"5X",2018,6,"G"
1248,1087,1473,"G4",2018,2,"F"
110,103,143,"DL",2019,3,"F"
450,308,646,"AA",2018,12,"F"
0,0,411,"KO",2019,2,"G"
8723,6955,814,"WN",2019,10,"F"
2180,1692,1335,"Y4",2018,9,"F"
10734,9192,2486,"DL",2018,2,"F"
1200,660,344,"OO",2018,4,"F"
0,0,902,"U7",2019,2,"P"
2072,1873,395,"OO",2019,7,"F"
6806,5778,775,"UA",2018,9,"F"
2158,1588,995,"G4",2018,5,"F"
900,858,1473,"VB",2019,3,"L"
6,1,16,"H6",2018,9,"L"
504,372,1434,"UA",2018,10,"F"
70,0,1014,"OO",2019,1,"F"
5305,3976,4464,"AA",2019,10,"F"
880,800,1174,"DL",2019,2,"F"
36,12,6,"8E",2018,10,"F"
3094,2395,1372,"UA",2018,1,"F"
5220,4582,1709,"F9",2018,1,"F"
236,0,2608,"1BQ",2019,6,"L"
16,10,230,"04Q",2019,9,"L"
360,274,1695,"DL",2018,5,"F"
3370,2523,394,"OH",2018,9,"F"
256,200,775,"UA",2019,3,"F"
320,193,1044,"AA",2018,10,"F"
126,114,557,"SY",2018,1,"L"
2263,1616,1430,"YV",2019,4,"F"
0,0,179,"FX",2019,12,"G"
0,0,1477,"5X",2018,3,"G"
18,4,26,"H6",2019,6,"L"
0,0,1805,"GFQ",2019,11,"P"
1748,1612,326,"YV",2018,5,"F"
620,343,198,"AS",2019,8,"F"
166,164,141,"UA",2018,4,"F"
0,0,1117,"DHQ",2019,4,"G"
700,613,1747,"WN",2018,6,"F"
